,Unnamed: 0,file_name,company_name,period_year,period_date,industry,cohort,pages_num,number_characters,number_words,negative,neutral,positive,compound,readable,digits,dollars,percentages,drought,severe drought,dry,SPI,standardised precipitation index,standardized precipitation index,rainfall,10 minute average,topography,wind,extreme winds,cyclone,tsunami,river,flood,river flooding,fluvial,daily rainfall,river level,flow,soils,vegetation,coastal,sea-level,sea level,esl,extreme sea,coastal flooding,inundation,groundwater,nearshore,bathymetry,bathymetric,shoreline change,aerial,aerial photography,historical aerial,soil,geology,heatwave,extreme temperature,humidity,extreme heat,heat,landslide, soil erosion,erosion,extreme event,disaster,emission,carbon,ghg,greenhouse,methane, ets , gns,merit,riskscape,nigem,nz searise,antarctica, niwa,Company_Scheme,Cohort,pdf_files,FinalInclusion,quantitivate,quantitivate_nodigits,quantitivate_relative,quantitivate_relative_nodigits
10,11.0,24-07-30 ArborGen Holdings Limited Climate Statements for FY24.pdf,ARBORGEN HOLDINGS LIMITED,2024,31/03/2024,Agriculture,FY23/24,24,56488,8264,0.06,0.886,0.054,0.1124,Readable,764,9,37,27,0,0,0,0,0,0,0,0,1,0,0,0,8,47,0,19,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,ARBORGEN HOLDINGS LIMITED,FY23/24,24-07-30 ArborGen Holdings Limited Climate Statements for FY24.pdf,1,810,46,0.014339328706982015,0.0008143322475570033
11,12.0,25-07-31 ArborGen Holdings Climate Statements FY25.pdf,ARBORGEN HOLDINGS LIMITED,2025,31/03/2025,Agriculture,FY24/25,46,109823,15994,0.052,0.898,0.05,0.9833,Readable,1887,29,78,57,0,1,0,0,0,0,0,0,2,0,0,0,12,71,0,28,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,38,78,0,0,0,0,0,0,0,0,0,0,ARBORGEN HOLDINGS LIMITED,FY24/25,25-07-31 ArborGen Holdings Climate Statements FY25.pdf,1,1994,107,0.018156488167323785,0.0009742950019576955
12,13.0,2024-Climate-Related-Financial-Disclosures FINAL.pdf,ARGOSY PROPERTY LIMITED,2024,31/03/2024,Real Estates,FY23/24,18,54065,6987,0.104,0.85,0.046,-0.9997,Readable,818,9,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,ARGOSY PROPERTY LIMITED,FY23/24,2024-Climate-Related-Financial-Disclosures FINAL.pdf,1,840,22,0.015536853787108111,0.0004069175991861648
13,14.0,2025-Climate-related-Disclosures-20.05.2025.pdf,ARGOSY PROPERTY LIMITED,2025,31/03/2025,Real Estates,FY24/25,24,75260,9990,0.095,0.858,0.047,-0.9998,Readable,1473,18,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,ARGOSY PROPERTY LIMITED,FY24/25,2025-Climate-related-Disclosures-20.05.2025.pdf,1,1520,47,0.020196651607759766,0.0006245017273452033
14,16.0,2025 CRD Report.pdf,ARVIDA GROUP LIMITED,2025,31/03/2025,Retirement Village,FY24/25,18,45433,6019,0.073,0.865,0.061,-0.9831,Readable,955,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,1,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,3,0,0,0,0,1,0,0,0,0,2,ARVIDA GROUP LIMITED,FY24/25,2025 CRD Report.pdf,1,993,38,0.02185635991459952,0.0008363964519182092
15,17.0,ASB FY24 Sustainability Report and Climate Statement.pdf,ASB BANK LIMITED,2024,30/06/2024,Finance - Banks,FY23/24,55,236481,32200,0.067,0.868,0.065,0.9936,Readable,5057,62,106,6,0,0,0,0,0,0,0,0,2,0,0,0,7,52,0,3,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,34,86,0,0,0,0,0,0,0,0,0,4,ASB BANK LIMITED,FY23/24,ASB FY24 Sustainability Report and Climate Statement.pdf,1,5225,168,0.02209479831360659,0.0007104164816623745
16,18.0,ASB Bank Sustainability Report and Climate Statement 2025.pdf,ASB BANK LIMITED,2025,30/06/2025,Finance - Banks,FY24/25,56,252107,34690,0.068,0.862,0.07,0.9993,Readable,4753,72,122,10,0,0,0,0,0,0,0,0,3,0,0,0,6,55,0,3,0,0,9,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,29,94,0,0,0,0,0,0,0,0,0,7,ASB BANK LIMITED,FY24/25,ASB Bank Sustainability Report and Climate Statement 2025.pdf,1,4947,194,0.01962262055397113,0.0007695145315282796
17,19.0,Asset Plus FY24 Climate Statement.pdf,ASSET PLUS LIMITED,2024,31/03/2024,Finance - Other,FY23/24,14,40665,5594,0.074,0.793,0.134,0.9998,Readable,470,6,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,ASSET PLUS LIMITED,FY23/24,Asset Plus FY24 Climate Statement.pdf,1,491,21,0.012074265338743392,0.0005164146071560309
18,20.0,Asset Plus Limited FY25 Climate Statements.pdf,ASSET PLUS LIMITED,2025,31/03/2025,Finance - Other,FY24/25,17,49950,6975,0.067,0.804,0.128,0.9998,Readable,621,7,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,0,0,0,ASSET PLUS LIMITED,FY24/25,Asset Plus Limited FY25 Climate Statements.pdf,1,645,24,0.012912912912912912,0.00048048048048048047
19,21.0,Asteron Life Limited FY24 Climate Related Disclosure - October 2024.pdf,ASTERON LIFE LIMITED,2024,30/06/2024,Finance - Insurance,FY23/24,20,87128,12579,0.078,0.87,0.052,-0.9993,Readable,1269,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,36,37,0,0,0,0,0,0,0,0,0,0,ASTERON LIFE LIMITED,FY23/24,Asteron Life Limited FY24 Climate Related Disclosure - October 2024.pdf,1,1296,27,0.014874667156367642,0.00030988889909099255
20,22.0,Asteron Life Climate-related Disclosure - 1 July 2024 to 31 December 2025.pdf,ASTERON LIFE LIMITED,2025,30/06/2025,Finance - Insurance,FY24/25,58,169151,24241,0.087,0.864,0.049,-0.9999,Readable,2439,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,58,126,0,0,0,0,0,0,0,0,0,0,ASTERON LIFE LIMITED,FY24/25,Asteron Life Climate-related Disclosure - 1 July 2024 to 31 December 2025.pdf,1,2485,46,0.014691015719682414,0.00027194636744683746
21,23.0,AR 2023-2024 Climate Statement 16.10.24.pdf,AUCKLAND COUNCIL,2024,30/06/2024,Other industries,FY23/24,43,172922,23425,0.056,0.893,0.051,0.4588,Readable,5007,47,65,4,0,0,0,0,0,0,0,0,5,0,0,0,6,14,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,31,259,0,0,0,0,1,0,0,0,0,1,AUCKLAND COUNCIL,FY23/24,AR 2023-2024 Climate Statement 16.10.24.pdf,1,5119,112,0.029602942367078798,0.0006476908664021929
22,24.0,Auckland Council Climate Statement 2024-2025.pdf,AUCKLAND COUNCIL,2025,30/06/2025,Other industries,FY24/25,60,148261,20483,0.049,0.894,0.058,0.9993,Readable,3930,95,41,6,0,0,0,0,0,0,0,0,5,0,0,0,10,23,0,0,0,0,8,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,38,95,0,0,0,1,0,0,0,0,0,2,AUCKLAND COUNCIL,FY24/25,Auckland Council Climate Statement 2024-2025.pdf,1,4066,136,0.02742460930386278,0.0009173012457760301
23,25.0,2025 Climate-related disclosure.pdf,AUCKLAND INTERNATIONAL AIRPORT LIMITED,2025,30/06/2025,Airport,FY24/25,40,100382,13391,0.066,0.887,0.046,-0.9991,Readable,1806,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,62,63,0,0,0,0,0,0,0,0,0,0,AUCKLAND INTERNATIONAL AIRPORT LIMITED,FY24/25,2025 Climate-related disclosure.pdf,1,1851,45,0.01843956087744815,0.0004482875415911219
24,26.0,2024 Climate-related Disclosure.pdf,AUCKLAND INTERNATIONAL AIRPORT LIMITED,2024,30/06/2024,Airport,FY23/24,11,63306,8069,0.073,0.877,0.05,-0.9979,Readable,1181,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,0,0,AUCKLAND INTERNATIONAL AIRPORT LIMITED,FY23/24,2024 Climate-related Disclosure.pdf,1,1224,43,0.019334660221779928,0.000679240514327236
25,27.0,BNZ Climate Statements 2024.pdf,BANK OF NEW ZEALAND,2024,30/09/2024,Finance - Banks,FY24/25,78,267388,37072,0.066,0.877,0.057,-0.9991,Readable,6622,92,170,32,0,0,0,0,0,0,0,0,23,0,0,0,12,64,0,7,0,1,8,0,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,7,73,64,0,0,0,0,0,0,0,0,0,5,BANK OF NEW ZEALAND,FY24/25,BNZ Climate Statements 2024.pdf,1,6884,262,0.025745358804434005,0.0009798495070833396
26,28.0,Barramundi Limited - Climate Statement - 30 June 2024.pdf,BARRAMUNDI LIMITED,2024,30/06/2024,Finance - Other,FY23/24,36,81055,10571,0.008,0.981,0.011,0.9946,Readable,3770,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BARRAMUNDI LIMITED,FY23/24,Barramundi Limited - Climate Statement - 30 June 2024.pdf,1,3863,93,0.04765899697736105,0.001147369070384307
27,29.0,Barramundi 2025 Climate Statement.pdf,BARRAMUNDI LIMITED,2025,30/06/2025,Finance - Other,FY24/25,40,120504,16124,0.064,0.875,0.061,-0.9136,Readable,2867,15,128,13,0,0,0,0,0,0,0,0,2,0,0,0,4,19,0,0,0,0,3,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,77,29,0,0,0,0,0,0,0,0,0,7,BARRAMUNDI LIMITED,FY24/25,Barramundi 2025 Climate Statement.pdf,1,3010,143,0.02497842395273186,0.0011866825997477262
28,30.0,Briscoe Group 2025 Annual Report.pdf,BRISCOE GROUP LIMITED,2025,31/01/2025,Other industries,FY24/25,111,279434,39773,0.037,0.867,0.096,1.0,Readable,10929,325,236,0,0,0,0,0,0,0,0,0,11,0,0,0,4,9,0,0,0,0,65,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,0,0,0,0,1,0,0,0,0,0,BRISCOE GROUP LIMITED,FY24/25,Briscoe Group 2025 Annual Report.pdf,1,11490,561,0.04111883306970519,0.0020076297086252925
29,31.0,Briscoe Group 2024 Climate-Related Disclosures (amended with Director Signatures).pdf,BRISCOE GROUP LIMITED,2024,31/01/2024,Other industries,FY23/24,7,26201,3648,0.101,0.823,0.076,-0.9913,Readable,296,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,BRISCOE GROUP LIMITED,FY23/24,Briscoe Group 2024 Climate-Related Disclosures (amended with Director Signatures).pdf,1,299,3,0.011411778176405481,0.00011449944658600817
30,32.0,CDL Climate Statement 28-04-25 (003).pdf,CDL INVESTMENTS NEW ZEALAND LIMITED,2024,31/12/2024,Finance - Other,FY24/25,20,108467,14468,0.06,0.889,0.051,-0.9959,Readable,1387,8,33,2,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,74,0,0,0,1,0,0,0,0,0,5,CDL INVESTMENTS NEW ZEALAND LIMITED,FY24/25,CDL Climate Statement 28-04-25 (003).pdf,1,1428,41,0.01316529451353868,0.00037799515059879965
31,33.0,CDL0017_Climate_Related_Disclosures_2023.pdf,CDL INVESTMENTS NEW ZEALAND LIMITED,2023,31/12/2023,Finance - Other,FY23/24,12,57625,8544,0.052,0.87,0.078,0.9989,Readable,680,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,0,0,4,CDL INVESTMENTS NEW ZEALAND LIMITED,FY23/24,CDL0017_Climate_Related_Disclosures_2023.pdf,1,692,12,0.012008676789587853,0.00020824295010845987
32,34.0,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.pdf,CHANNEL INFRASTRUCTURE NZ LIMITED,2023,31/12/2023,Infrastructure,FY23/24,124,227059,30586,0.046,0.873,0.081,1.0,Readable,6119,33,156,0,0,0,0,0,0,0,0,0,11,0,0,1,10,2,0,0,0,0,4,0,0,27,0,12,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,227,49,0,0,0,0,0,0,0,0,0,2,CHANNEL INFRASTRUCTURE NZ LIMITED,FY23/24,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.pdf,1,6308,189,0.027781325558555267,0.0008323827727595031
33,35.0,2024 Sustainability Report reduced file new audit report (1).pdf,CHANNEL INFRASTRUCTURE NZ LIMITED,2024,31/12/2024,Infrastructure,FY24/25,107,225632,30274,0.046,0.876,0.078,1.0,Readable,5484,41,143,0,0,0,0,0,0,0,0,0,7,0,0,3,9,9,0,0,0,0,5,0,0,20,0,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,88,138,0,0,0,0,0,0,0,0,0,4,CHANNEL INFRASTRUCTURE NZ LIMITED,FY24/25,2024 Sustainability Report reduced file new audit report (1).pdf,1,5668,184,0.025120550276556516,0.0008154871649411431
34,36.0,CCBNZL Climate Report for the year ended 31 December 2023.pdf,CHINA CONSTRUCTION BANK (NEW ZEALAND) LIMITED,2023,31/12/2023,Finance - Banks,FY23/24,44,122439,18204,0.085,0.84,0.075,-0.9796,Readable,3263,25,123,8,0,0,0,0,0,0,0,0,5,0,0,0,5,28,0,1,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,59,25,0,0,0,0,0,0,0,0,0,5,CHINA CONSTRUCTION BANK (NEW ZEALAND) LIMITED,FY23/24,CCBNZL Climate Report for the year ended 31 December 2023.pdf,1,3411,148,0.027858770489794918,0.0012087651810289205
35,37.0,climate report 2024 sub.pdf,CHINA CONSTRUCTION BANK (NEW ZEALAND) LIMITED,2024,31/12/2024,Finance - Banks,FY24/25,56,157528,23484,0.076,0.857,0.067,-0.9973,Readable,3297,41,187,8,0,0,0,0,0,0,0,0,5,0,0,0,6,30,0,1,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,61,79,0,0,0,0,0,0,0,0,0,5,CHINA CONSTRUCTION BANK (NEW ZEALAND) LIMITED,FY24/25,climate report 2024 sub.pdf,1,3525,228,0.022376974252196435,0.0014473617388654715
36,38.0,Chorus Climate Statements FY24 (dated and signed as at 26 Aug).pdf,CHORUS LIMITED,2024,30/06/2024,Telecom,FY23/24,46,135787,18031,0.063,0.877,0.06,0.9619,Readable,2666,9,166,0,0,0,0,0,0,0,0,0,5,0,0,0,7,17,0,8,0,0,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,54,0,0,0,0,0,0,0,0,0,5,CHORUS LIMITED,FY23/24,Chorus Climate Statements FY24 (dated and signed as at 26 Aug).pdf,1,2841,175,0.020922474169103082,0.0012887831677553816
37,39.0,Chorus FY25 Climate Statements.pdf,CHORUS LIMITED,2025,30/06/2025,Telecom,FY24/25,32,121920,16001,0.056,0.881,0.063,0.9991,Readable,2226,10,43,1,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,3,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,65,0,0,0,0,0,0,0,0,0,1,CHORUS LIMITED,FY24/25,Chorus FY25 Climate Statements.pdf,1,2279,53,0.01869258530183727,0.00043471128608923884
38,40.0,CCHL-Climate-Statement-2024.pdf,CHRISTCHURCH CITY HOLDINGS LIMITED,2024,30/06/2024,Other industries,FY23/24,18,84176,10920,0.085,0.867,0.048,-0.9997,Readable,1213,24,22,3,0,1,0,0,0,0,0,0,5,0,0,0,13,8,0,0,0,0,1,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37,60,0,0,0,0,0,0,0,0,0,0,CHRISTCHURCH CITY HOLDINGS LIMITED,FY23/24,CCHL-Climate-Statement-2024.pdf,1,1259,46,0.014956757270480897,0.0005464740543622886
39,41.0,CIAL - ClimateRelatedDisclosure FY24.pdf,CHRISTCHURCH INTERNATIONAL AIRPORT LIMITED,2024,30/06/2024,Airport,FY23/24,21,85925,11576,0.075,0.866,0.059,-0.9956,Readable,1755,3,20,1,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,59,50,0,0,0,0,0,0,0,0,0,13,CHRISTCHURCH INTERNATIONAL AIRPORT LIMITED,FY23/24,CIAL - ClimateRelatedDisclosure FY24.pdf,1,1778,23,0.02069246435845214,0.00026767529822519637
40,42.0,CIALTS25007 Climate Related Disclosure FINAL.pdf,CHRISTCHURCH INTERNATIONAL AIRPORT LIMITED,2025,30/06/2025,Airport,FY24/25,27,130893,17734,0.062,0.881,0.057,0.2057,Readable,2294,11,25,0,0,0,0,0,0,0,0,0,12,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,78,65,0,0,0,0,0,0,0,0,0,19,CHRISTCHURCH INTERNATIONAL AIRPORT LIMITED,FY24/25,CIALTS25007 Climate Related Disclosure FINAL.pdf,1,2330,36,0.017800799126003682,0.0002750338062386835
41,43.0,Chubb Life Insurance New Zealand Limited Climate Disclosure 2023.pdf,CHUBB LIFE INSURANCE NEW ZEALAND LIMITED,2023,31/12/2023,Finance - Insurance,FY23/24,23,73892,10626,0.078,0.852,0.07,-0.9819,Readable,1334,24,38,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,0,0,8,CHUBB LIFE INSURANCE NEW ZEALAND LIMITED,FY23/24,Chubb Life Insurance New Zealand Limited Climate Disclosure 2023.pdf,1,1396,62,0.018892437611649434,0.0008390624154170953
