Link,Company Name,Investment Scheme Name,PeriodText,PeriodHref
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=055ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,AMP PASSIVE PERSONAL RETIREMENT PLAN - NEW ZEALAND PASSIVE SHARES INVESTMENT FUND (SCH10822),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=538a3227-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=015ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,AMP PERSONAL RETIREMENT PLAN (SCH10820),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c63d1d3a-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=015ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,AMP PERSONAL RETIREMENT PLAN (SCH10820),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=00ffaba4-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=015ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,AMP PERSONAL RETIREMENT PLAN (SCH10820),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=458a3227-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=075ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,NEW ZEALAND RETIREMENT TRUST (SCH10911),30-06-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=169fd8a4-7737-ef11-a316-000d3aca5291
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=075ca035-8a94-ee11-be37-00224892b34a,AMP WEALTH MANAGEMENT NEW ZEALAND LIMITED,NEW ZEALAND RETIREMENT TRUST (SCH10911),30-06-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=3af14322-4956-f011-bec2-000d3ad2b7eb
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0b5ca035-8a94-ee11-be37-00224892b34a,ANZ INVESTMENT SERVICES (NEW ZEALAND) LIMITED,BONUS BONDS SCHEME (SCH11094),31-03-2024 - Not required to lodge,/dashboard/reportingentity/scheme/reportingrequirement/?id=1c55103a-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=115ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ DEFAULT KIWISAVER SCHEME (SCH11063),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7a68463a-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=115ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ DEFAULT KIWISAVER SCHEME (SCH11063),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=1950202b-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=115ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ DEFAULT KIWISAVER SCHEME (SCH11063),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=efafa3a8-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=135ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ INVESTMENTS MULTI-ASSET-CLASS SCHEME (MARKETED AS THE ANZ INVESTMENT FUNDS AND ONEANSWER MULTI-ASSET-CLASS FUNDS) (SCH11064),30-09-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=8e58b46f-ba7f-ef11-ac20-7c1e522b45a0
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=135ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ INVESTMENTS MULTI-ASSET-CLASS SCHEME (MARKETED AS THE ANZ INVESTMENT FUNDS AND ONEANSWER MULTI-ASSET-CLASS FUNDS) (SCH11064),30-09-2025 - Due by 30-01-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=884d1bea-8b9e-f011-bbd2-7ced8d347b77
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=155ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ INVESTMENTS SINGLE-ASSET-CLASS SCHEME (MARKETED AS THE ONEANSWER SINGLE-ASSET-CLASS FUNDS) (SCH11065),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=abb33e40-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=155ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ INVESTMENTS SINGLE-ASSET-CLASS SCHEME (MARKETED AS THE ONEANSWER SINGLE-ASSET-CLASS FUNDS) (SCH11065),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=62848929-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=155ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ INVESTMENTS SINGLE-ASSET-CLASS SCHEME (MARKETED AS THE ONEANSWER SINGLE-ASSET-CLASS FUNDS) (SCH11065),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=feafa3a8-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0f5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ KIWISAVER SCHEME (SCH11062),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b56d953b-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0f5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ KIWISAVER SCHEME (SCH11062),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b267abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0f5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ANZ KIWISAVER SCHEME (SCH11062),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=55848929-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0d5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ONEANSWER KIWISAVER SCHEME (SCH11061),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=aa6d953b-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0d5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ONEANSWER KIWISAVER SCHEME (SCH11061),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=a467abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=0d5ca035-8a94-ee11-be37-00224892b34a,ANZ NEW ZEALAND INVESTMENTS LIMITED,ONEANSWER KIWISAVER SCHEME (SCH11061),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=668a3227-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=195ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB INVESTMENT FUNDS (SCH10685),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=38db4240-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=195ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB INVESTMENT FUNDS (SCH10685),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=80848929-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=195ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB INVESTMENT FUNDS (SCH10685),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=1db0a3a8-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=175ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB KIWISAVER SCHEME (SCH10678),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=b6b33e40-edef-ee11-904b-002248925c46
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=175ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB KIWISAVER SCHEME (SCH10678),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=dc67abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=175ca035-8a94-ee11-be37-00224892b34a,ASB GROUP INVESTMENTS LIMITED,ASB KIWISAVER SCHEME (SCH10678),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=71848929-902d-f111-88b4-7c1e52626825
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1b5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,BNZ KIWISAVER SCHEME (SCH10701),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=56db4240-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1b5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,BNZ KIWISAVER SCHEME (SCH10701),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=6ba6722d-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1b5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,BNZ KIWISAVER SCHEME (SCH10701),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=4ab0a3a8-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1d5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,PRIVATE WEALTH SERIES (SCH11384),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=67db4240-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1d5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,PRIVATE WEALTH SERIES (SCH11384),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=3a50202b-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1d5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,PRIVATE WEALTH SERIES (SCH11384),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c83031ad-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1f5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,YOUWEALTH (SCH12341),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=35ed0f41-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1f5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,YOUWEALTH (SCH12341),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=0268abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=1f5ca035-8a94-ee11-be37-00224892b34a,BNZ INVESTMENT SERVICES LIMITED,YOUWEALTH (SCH12341),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=9bbe472f-902d-f111-88b3-7c1e52626c45
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=295ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INNOVATION SCHEME (SCH13202),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=7f0d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=295ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INNOVATION SCHEME (SCH13202),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=5968abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=295ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INNOVATION SCHEME (SCH13202),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=24b40d30-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=235ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME (SCH10844),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=81db4240-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=235ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME (SCH10844),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=2e68abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=235ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME (SCH10844),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=cabe472f-902d-f111-88b3-7c1e52626c45
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=275ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME 2 (SCH12548),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=41ed0f41-edef-ee11-904b-002248935a36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=275ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME 2 (SCH12548),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=89a6722d-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=275ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER INVESTMENT SCHEME 2 (SCH12548),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=de6db1ae-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=215ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER KIWISAVER SCHEME (SCH10841),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=690d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=215ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER KIWISAVER SCHEME (SCH10841),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=6550202b-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=215ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER KIWISAVER SCHEME (SCH10841),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=c26db1ae-be0e-f011-9989-7ced8d3330a8
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2b5ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SAVVY SCHEME (SCH13546),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=8a0d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2b5ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SAVVY SCHEME (SCH13546),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=34b40d30-902d-f111-88b4-6045bde5df36
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2b5ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SAVVY SCHEME (SCH13546),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=3a3131ad-be0e-f011-998a-7c1e52634173
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=255ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SUPERSCHEME (SCH11323),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=740d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=255ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SUPERSCHEME (SCH11323),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=3c68abaa-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=255ca035-8a94-ee11-be37-00224892b34a,BOOSTER INVESTMENT MANAGEMENT LIMITED,BOOSTER SUPERSCHEME (SCH11323),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=7ea6722d-902d-f111-88b3-6045bdc30749
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2d5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC ACTIVE SERIES (SCH10564),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=942a5a46-edef-ee11-904b-000d3acaccc9
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2d5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC ACTIVE SERIES (SCH10564),31-03-2025 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=96aac2b0-be0e-f011-998a-6045bdc220dd
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2d5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC ACTIVE SERIES (SCH10564),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=2a586031-902d-f111-88b3-7c1e526261ce
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2f5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC KIWISAVER SCHEME (SCH10585),31-03-2024 - Select to view climate statement documents,/dashboard/reportingentity/scheme/reportingrequirement/?id=a10d3842-edef-ee11-904b-00224896b329
https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=2f5ca035-8a94-ee11-be37-00224892b34a,BT FUNDS MANAGEMENT (NZ) LIMITED,WESTPAC KIWISAVER SCHEME (SCH10585),31-03-2026 - Due by 31-07-2026,/dashboard/reportingentity/scheme/reportingrequirement/?id=36586031-902d-f111-88b3-7c1e526261ce
